Wall time,Step,Value
1631872242.4527347,10,4.444365501403809
1631873303.5082202,20,4.400857925415039
1631874062.5045393,30,4.4073004722595215
1631874748.368933,40,4.655943870544434
1631875425.065321,50,4.81844425201416
1631876277.2809658,60,4.708653450012207
1631876995.638418,70,4.831913471221924
1631878093.174643,80,4.872505187988281
1631879192.6868966,90,4.734218120574951
1631880300.5949543,100,4.865742206573486
1631881437.9133518,110,4.887481212615967
1631882535.3674634,120,4.575312614440918
1631883635.0822203,130,4.628556251525879
1631885041.0460217,140,4.551535129547119
1631886524.200371,150,4.452851295471191
1631887663.4063485,160,2.3614349365234375
1631888793.8671012,170,2.1824088096618652
1631889932.040219,180,1.7270194292068481
1631891118.1305194,190,1.732271432876587
1631892240.4622235,200,1.4439189434051514
1631893344.0289426,210,1.9686177968978882
1631894440.8999903,220,1.6898163557052612
1631895540.464127,230,1.3646551370620728
1631896633.9258742,240,1.5898454189300537
1631897731.9706595,250,1.6974090337753296
1631898823.817165,260,1.6097321510314941
1631899914.989872,270,1.3753434419631958
1631900994.6456027,280,1.428611159324646
1631902086.4624815,290,1.3570424318313599
1631903174.3981166,300,1.2692750692367554
1631904265.9774547,310,1.5137789249420166
1631905353.0320082,320,1.2775142192840576
1631906444.6199057,330,1.2432886362075806
1631907540.135464,340,1.8340095281600952
1631908626.1600533,350,1.4340687990188599
1631909657.866804,360,1.5919359922409058
1631910754.435764,370,1.45311439037323
1631911850.1880782,380,1.59492826461792
1631912950.1532705,390,1.5768738985061646
1631914047.9716659,400,1.5041611194610596
1631915145.2128057,410,1.35699462890625
1631916242.6736932,420,1.329836130142212
1631917340.1607642,430,1.3414134979248047
1631918438.5719793,440,1.276975154876709
1631919535.4052265,450,1.6163175106048584
1631920631.85393,460,2.3904855251312256
1631921728.575579,470,2.260927200317383
1631922824.0415545,480,2.1403121948242188
1631923921.0663264,490,2.007154941558838
1631925017.0261652,500,1.9313017129898071
1631926113.974359,510,1.7706767320632935
1631927210.0736067,520,1.5501679182052612
1631928307.0786977,530,1.8039621114730835
1631929404.6586936,540,1.447719693183899
1631930501.0399632,550,1.5852746963500977
1631931597.7628853,560,1.4719631671905518
1631932696.8643923,570,2.0709030628204346
1631933794.136869,580,1.9907346963882446
1631934892.1392732,590,1.9310145378112793
1631935988.8598635,600,1.7985970973968506
1631937086.1319988,610,1.5369210243225098
1631938182.4904404,620,1.3945555686950684
1631939278.8169274,630,1.3230887651443481
1631940376.2830656,640,1.7050515413284302
1631941473.6918807,650,1.488283634185791
1631942570.6811526,660,1.5339802503585815
1631943667.5268166,670,1.636163592338562
1631944764.7750936,680,1.5604174137115479
1631945863.8772933,690,1.533370852470398
1631946963.0002973,700,1.3687130212783813
1631948059.7567143,710,1.486807942390442
1631949158.0813503,720,1.2889254093170166
1631950255.0753286,730,1.38554847240448
1631951620.0675275,740,1.2297402620315552
1631953121.0865033,750,1.3271294832229614
1631954635.377476,760,1.2782357931137085
1631956137.498297,770,1.2654261589050293
1631957652.3360448,780,1.221954345703125
1631959172.4212532,790,1.2766804695129395
1631960681.021604,800,1.3774315118789673
1631962187.31357,810,1.2452532052993774
1631963692.2279744,820,1.2701191902160645
1631965204.1700585,830,1.223587989807129
1631966717.6882985,840,1.2172586917877197
1631968219.4028573,850,1.3509119749069214
1631969717.8888464,860,1.2753677368164062
1631971226.5408387,870,1.4507839679718018
1631972731.3016114,880,1.2700681686401367
1631973948.829844,890,1.1977458000183105
1631975124.6502223,900,1.1870219707489014
1631976298.9242618,910,1.247510552406311
1631977477.5546606,920,1.317779541015625
1631978653.4645538,930,1.2657387256622314
1631979831.6120079,940,1.269675374031067
1631981023.3502655,950,1.236703872680664
1631982211.673426,960,1.2078351974487305
1631983398.7893386,970,1.2341750860214233
1631984585.737936,980,1.2265549898147583
1631985772.248466,990,1.235697865486145
1631986959.1943223,1000,1.1810728311538696
1631988151.0679574,1010,1.219355821609497
1631989345.2430131,1020,1.2783915996551514
1631990537.8547363,1030,1.2499042749404907
1631991725.3001547,1040,1.1640437841415405
1631992913.7145708,1050,1.192376732826233
1631994104.3820431,1060,1.1686432361602783
1631995294.8703613,1070,1.2312461137771606
1631996425.2019734,1080,1.247043251991272
1631997109.0094407,1090,1.2281821966171265
1631997790.5734172,1100,1.1820383071899414
1631998474.2375119,1110,1.1953506469726562
1631999156.3769455,1120,1.1968460083007812
1631999837.3901973,1130,1.2056845426559448
1632000519.5591834,1140,1.1404192447662354
1632001201.9971004,1150,1.1704421043395996
1632001885.1202574,1160,1.1466251611709595
1632002566.9809306,1170,1.1660451889038086
1632003247.792588,1180,1.1594924926757812
1632003928.8117793,1190,1.1361401081085205
